,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,category,Reactions_SUM,average_sentiment_score,language,account_name
39,39,431918433581020_980434865396038,2017-01-02 11:45:23,http://ow.ly/ssvZ307xyz2,"When it comes to setting your New Year’s resolutions, your financial well-being can be as important as your physical one. 

Consider setting financial goals that focus on keeping money in your pocket. Making a budget, and sticking to it, can help you achieve this. Follow these tips to get started: http://ow.ly/rKh3307CfBc","When it comes to setting your New Year’s resolutions, your financial well-being can be as important as your physical one. Consider setting financial goals that focus on keeping money in your pocket. Making a budget, and sticking to it, can help you achieve this. Follow these tips to get started: c",[],Environmental,88,0.0,en,YourMoneyMattersCanada_facebook
40,40,431918433581020_991947044244820,2017-01-18 16:42:16,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/991947044244820/?type=3,"#ScamAlert
Beware of pushy door-to-door “salespeople” claiming to represent ENERGY STAR. ENERGY STAR is a brand; it’s the symbol that Canadians use to easily identify energy-efficient products. ENERGY STAR never performs unsolicited energy assessments or visits homeowners to sell products, nor does it authorize others to do so. For more information, please visit: http://ow.ly/im8N3088r5a
 
To learn how to protect yourself from other types of scams, please visit http://ow.ly/RvYM3088ran","Beware of pushy door-to-door “salespeople” claiming to represent ENERGY STAR. ENERGY STAR is a brand; it’s the symbol that Canadians use to easily identify energy-efficient products. ENERGY STAR never performs unsolicited energy assessments or visits homeowners to sell products, nor does it authorize others to do so. For more information, please visit: To learn how to protect yourself from other types of scams, please visit",['#ScamAlert'],Environmental,87,0.0,en,YourMoneyMattersCanada_facebook
41,41,431918433581020_936628379776687,2016-11-11 11:41:23,https://www.facebook.com/YourMoneyMattersCanada/videos/936628379776687/,"On the 11th hour of the 11th day of the 11th month, Canadians are asked to pause in memory of the thousands of men and women who sacrificed their lives in military service.
#RememberThem

http://ow.ly/bb92305RRza","On the th hour of the th day of the th month, Canadians are asked to pause in memory of the thousands of men and women who sacrificed their lives in military service.",['#RememberThem'],Economical,85,0.0,en,YourMoneyMattersCanada_facebook
42,42,431918433581020_895882460517946,2016-09-24 17:45:25,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/895882460517946/?type=3,"Been asked to dial a 900 telephone number? 

Be wary of unsolicited emails or text messages asking you to call a number to get more information about a service or a promotion.

Typically 900 and 976 numbers are connected to pay-per-call services, which means you’re paying for calls originating from or charged to your telephone, no matter who made the calls or accepted the charges. 

Learn more about avoiding 900 and 976 call fraud: http://ow.ly/9u4F304fULc","Been asked to dial a telephone number? Be wary of unsolicited emails or text messages asking you to call a number to get more information about a service or a promotion. Typically and numbers are connected to pay-per-call services, which means you’re paying for calls originating from or charged to your telephone, no matter who made the calls or accepted the charges. Learn more about avoiding and call fraud: c",[],Environmental,84,0.0,en,YourMoneyMattersCanada_facebook
43,43,431918433581020_775001952605998,2016-03-02 14:30:41,http://www.ic.gc.ca/eic/site/icgc.nsf/vwimages/YMM-FB-Passwords-Anim-EN.gif/$file/YMM-FB-Passwords-Anim-EN.gif,"Got an email from your social media provider telling you to validate your account or reset your password?

Take a good, hard look at the link provided: does it send you directly to a valid and secure website? If you’re not sure that the email is legit, bypass the links in the email and go directly to the provider’s website to change your password manually. #FPM2016 http://ow.ly/YT7Xr

http://www.ic.gc.ca/eic/site/icgc.nsf/vwimages/YMM-FB-Passwords-Anim-EN.gif/$file/YMM-FB-Passwords-Anim-EN.gif","Got an email from your social media provider telling you to validate your account or reset your password? Take a good, hard look at the link provided: does it send you directly to a valid and secure website? If you’re not sure that the email is legit, bypass the links in the email and go directly to the provider’s website to change your password manually.",['#FPM2016'],Social,84,0.0,en,YourMoneyMattersCanada_facebook
44,44,431918433581020_774498435989683,2016-03-01 11:45:56,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/774498435989683/?type=3,"March is Fraud Prevention Month! 

Stay tuned all month as we share #fastfraudfacts and spotlight some of the top scams of 2016. Share with your friends so they can recognize, reject and report fraud too. Learn more: http://ow.ly/YT6Ld #FPM2016","March is Fraud Prevention Month! Stay tuned all month as we share and spotlight some of the top scams of . Share with your friends so they can recognize, reject and report fraud too. Learn more: d","['#fastfraudfacts', '#FPM2016']",Environmental,83,0.0,en,YourMoneyMattersCanada_facebook
45,45,431918433581020_894477130658479,2016-09-22 17:45:30,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/894477130658479/?type=3,"Life is full of surprises, but not all of them are positive. Plan for life’s ups AND downs by making an emergency fund part of your budget. 

A good emergency fund should help cover living expenses for three to six months. Here are more tips on updating your financial priorities: http://ow.ly/eLf6304i1iV","Life is full of surprises, but not all of them are positive. Plan for life’s ups AND downs by making an emergency fund part of your budget. A good emergency fund should help cover living eenses for three to six months. Here are more tips on updating your financial priorities:",[],Environmental,83,0.0,en,YourMoneyMattersCanada_facebook
46,46,431918433581020_802676469838546,2016-04-18 10:45:28,http://www.cra-arc.gc.ca/taxpayerrelief/,Do you have taxes owing and you’re not able to pay on time? Don’t panic!  You may qualify for taxpayer relief. Find out if you are eligible: http://ow.ly/4mO5Dv,Do you have taxes owing and you’re not able to pay on time? Don’t panic! You may qualify for taayer relief. Find out if you are eligible:,[],Environmental,81,0.0,en,YourMoneyMattersCanada_facebook
47,47,431918433581020_897333013706224,2016-09-26 17:45:32,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/897333013706224/?type=3,Small actions can lead to big savings on your power bill. Check out these tips to help reduce your energy consumption: http://www.consumerhandbook.ca/en/topics/environment/tips-for-green-living,Small actions can lead to big savings on your power bill. Check out these tips to help reduce your energy consumption:,[],Environmental,80,0.0,en,YourMoneyMattersCanada_facebook
48,48,431918433581020_751667744939419,2016-01-08 17:05:07,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1257381627611783/?type=3,,,[],Social,79,0.0,tl,YourMoneyMattersCanada_facebook
49,49,431918433581020_796728040433389,2016-04-06 17:45:29,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/796728040433389/?type=3,"Identity theft happens when someone steals your personal information to commit a crime. While you can’t entirely control whether or not you will become a victim, there are ways to reduce the risk. The identity theft checklist offers great tips: http://ow.ly/10gdxh","Identity theft happens when someone steals your personal information to commit a crime. While you can’t entirely control whether or not you will become a victim, there are ways to reduce the risk. The identity theft checklist offers great tips:",[],Environmental,79,0.0,en,YourMoneyMattersCanada_facebook
