Unnamed: 0,likes,mediaid,caption,url,caption_mentions,comments,id,typename,owner_username,tagged_users,date,shortcode,is_video,caption_hashtags,owner_id,video_url,text_filtered,text_tokenized,text_stemmed
22,854,1.4131e+18,Today is all about you and your loved ones so we suggest cuddling like this polar bear family. This precious photo was taken in National Park which protects one of the largest polar bear maternity denning areas in the world! Merry Christmas and Happy Holidays!!!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/92967bbed0dbd0b15f6646bf63b21de9/5AF11501/t51.2885-15/e35/15624005_1353065564746105_4883387273069985792_n.jpg,[],12,2016-12-25_06-12-10,GraphImage,parks.canada,[],2016-12-25T06:12:10,BOcWnuEAI-I,False,"[""wapusk"",""winter"",""winterwonderland"",""canadianwinter"",""snow"",""family"",""polarbear"",""polarbears"",""merrychristmas"",""parkscanada"",""canada150""]",4143631778,,Today loved ones suggest cuddling like polar bear family precious photo taken National Park protects one largest polar bear maternity denning areas world Merry Christmas Happy Holidays,"['Today', 'loved', 'ones', 'suggest', 'cuddling', 'like', 'polar', 'bear', 'family', 'precious', 'photo', 'taken', 'National', 'Park', 'protects', 'one', 'largest', 'polar', 'bear', 'maternity', 'denning', 'areas', 'world', 'Merry', 'Christmas', 'Happy', 'Holidays']","[u'today', u'love', u'one', u'suggest', u'cuddl', u'like', u'polar', u'bear', u'famili', u'precious', u'photo', u'taken', u'nation', u'park', u'protect', u'one', u'largest', u'polar', u'bear', u'matern', u'den', u'area', u'world', u'merri', u'christma', u'happi', u'holiday']"
23,243,1.41397e+18,"We hope the are treating you well! To add to the merriment, the has a % promo code valid until Dec. ... Happy !",https://instagram.fyvr3-1.fna.fbcdn.net/vp/70dedf9edd214c93b40643bff2972302/5AEF2EE6/t51.2885-15/e35/14561835_379300242417549_5191005561092571136_n.jpg,"[""parkscanadashop""]",2,2016-12-26_11-02-01,GraphImage,parks.canada,[],2016-12-26T11:02:01,BOfclnWgd27,False,"[""holidays"",""boxingday"",""merrycanada"",""madeincanada"",""parkscanada"",""canada150""]",4143631778,,hope treating well add merriment promo code valid Dec Happy,"['hope', 'treating', 'well', 'add', 'merriment', 'promo', 'code', 'valid', 'Dec', 'Happy']","[u'hope', u'treat', u'well', u'add', u'merriment', u'promo', u'code', u'valid', u'dec', u'happi']"
24,612,1.41478e+18,"With the almost over, do you find yourself stuck with the ? We've got just the thing to boost your spirits! You can now book your trip starting in January! It's never too early to start thinking about your summer vacation! ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/e261fbfe202b1ef2ef0ae09795e89dcb/5AD9C8EC/t51.2885-15/e35/15625571_1197656533684653_4337081550576287744_n.jpg,[],7,2016-12-27_13-38-32,GraphImage,parks.canada,[],2016-12-27T13:38:32,BOiTS1BAnRS,False,"[""holidays"",""winterblues"",""camping"",""summer"",""pacificrim"",""vacation"",""parkscanada"",""canada150""]",4143631778,,almost find stuck got thing boost spirits book trip starting January never early start thinking summer vacation,"['almost', 'find', 'stuck', 'got', 'thing', 'boost', 'spirits', 'book', 'trip', 'starting', 'January', 'never', 'early', 'start', 'thinking', 'summer', 'vacation']","[u'almost', u'find', u'stuck', u'got', u'thing', u'boost', u'spirit', u'book', u'trip', u'start', u'januari', u'never', u'earli', u'start', u'think', u'summer', u'vacat']"
25,563,1.41541e+18,"With Canada around the corner and trips already in the planning stages, we would like to remind you to take a breather and include scenic views in your itinerary! We've placed our Parks Canada red chairs in breathtaking spots in order for you to do just that! Don't forget to tag us and ! PHOTO .its.chow.time",https://instagram.fyvr3-1.fna.fbcdn.net/vp/4ca76665a93724bcc389d58882cfd41a/5AF20230/t51.2885-15/e35/15624669_1798521530409844_6411347602591186944_n.jpg,"[""now.its.chow.time""]",4,2016-12-28_10-34-13,GraphImage,parks.canada,[],2016-12-28T10:34:13,BOki_pdgRfV,False,"[""sharethechair"",""canada150"",""parkscanada"",""vacation"",""relax""]",4143631778,,Canada around corner trips already planning stages would like remind take breather include scenic views itinerary placed Parks Canada red chairs breathtaking spots order forget tag us PHOTO chow time,"['Canada', 'around', 'corner', 'trips', 'already', 'planning', 'stages', 'would', 'like', 'remind', 'take', 'breather', 'include', 'scenic', 'views', 'itinerary', 'placed', 'Parks', 'Canada', 'red', 'chairs', 'breathtaking', 'spots', 'order', 'forget', 'tag', 'us', 'PHOTO', 'chow', 'time']","[u'canada', u'around', u'corner', u'trip', u'alreadi', u'plan', u'stage', u'would', u'like', u'remind', u'take', u'breather', u'includ', u'scenic', u'view', u'itinerari', u'place', u'park', u'canada', u'red', u'chair', u'breathtak', u'spot', u'order', u'forget', u'tag', 'us', u'photo', u'chow', u'time']"
26,718,1.41617e+18,Don't forget to enter our for your chance to win the trip of a lifetime to Gros Morne National Park! And who knows? Maybe you'll get lucky like and eerience this amazing view!!!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2ed603d3d30f25d10eca9fb2c2fd3296/5ADF1DA5/t51.2885-15/e35/15624502_1144090939044859_2466963755225841664_n.jpg,"[""jaimierin""]",9,2016-12-29_11-48-02,GraphImage,parks.canada,[],2016-12-29T11:48:02,BOnQPNWABPZ,False,"[""parkscontest"",""parkscanada"",""discoverypass"",""canada150"",""grosmornenp"",""explorenl"",""grosmorne"",""whales""]",4143631778,,forget enter chance win trip lifetime Gros Morne National Park knows Maybe get lucky like eerience amazing view,"['forget', 'enter', 'chance', 'win', 'trip', 'lifetime', 'Gros', 'Morne', 'National', 'Park', 'knows', 'Maybe', 'get', 'lucky', 'like', 'eerience', 'amazing', 'view']","[u'forget', u'enter', u'chanc', u'win', u'trip', u'lifetim', u'gros', u'morn', u'nation', u'park', u'know', u'mayb', u'get', u'lucki', u'like', u'eerienc', u'amaz', u'view']"
27,520,1.41687e+18,We see the light at the end of the tunnel!!! There are only days left before our great country turns ! How very exciting!!! One way we're celebrating is by featuring all of our + places across our social media accounts... stay tuned!  évisForts évisFortsNHS,https://instagram.fyvr3-1.fna.fbcdn.net/vp/56626d179a108f3aaed3f30ce2bf4dac/5AF8EFEB/t51.2885-15/e35/15624251_861711953970867_3693512170496065536_n.jpg,[],6,2016-12-30_10-57-30,GraphImage,parks.canada,[],2016-12-30T10:57:30,BOpvQB9gXTx,False,"[""countdown"",""parkscanada"",""canada150"",""lévisforts"",""lévisfortsnhs"",""quebec"",""exploreqc""]",4143631778,,see light end tunnel days left great country turns exciting One way celebrating featuring places across social media accounts stay tuned visForts visFortsNHS,"['see', 'light', 'end', 'tunnel', 'days', 'left', 'great', 'country', 'turns', 'exciting', 'One', 'way', 'celebrating', 'featuring', 'places', 'across', 'social', 'media', 'accounts', 'stay', 'tuned', 'visForts', 'visFortsNHS']","[u'see', u'light', u'end', u'tunnel', u'day', u'left', u'great', u'countri', u'turn', u'excit', u'one', u'way', u'celebr', u'featur', u'place', u'across', u'social', u'media', u'account', u'stay', u'tune', u'visfort', u'visfortsnh']"
28,817,1.41747e+18,"It's !!! Which means there's only day left before !!! Enjoy the last of what has to offer, reminisce on the memories you've made and prepare yourself for the new adventures that await you in ! ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/78f3d2330b7132eef27b309a647dda70/5AEDA36B/t51.2885-15/e35/14582444_1602659293376355_620271308508233728_n.jpg,[],7,2016-12-31_06-47-07,GraphImage,parks.canada,[],2016-12-31T06:47:07,BOr3ZCaAxrZ,False,"[""newyearseve"",""canada150"",""countdown"",""parkscanada"",""terranovanp"",""terranova"",""nye""]",4143631778,,means day left Enjoy last offer reminisce memories made prepare new adventures await,"['means', 'day', 'left', 'Enjoy', 'last', 'offer', 'reminisce', 'memories', 'made', 'prepare', 'new', 'adventures', 'await']","[u'mean', u'day', u'left', u'enjoy', u'last', u'offer', u'reminisc', u'memori', u'made', u'prepar', u'new', u'adventur', u'await']"
29,994,1.41822e+18,"HAPPY NEW YEAR and HAPPY !!!! Enjoy FREE ENTRY to all our national parks, national historic sites and national marine conservation areas throughout ! There is no better year to start crossing some of those adventures and places off your ! ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/cf8a48f7523d78906c9383b6f3b6f1c6/5ADA776B/t51.2885-15/e35/15803241_239076573194728_4934823397679955968_n.jpg,[],24,2017-01-01_07-31-36,GraphImage,parks.canada,[],2017-01-01T07:31:36,BOuhRq_gXpv,False,"[""canada150"",""bucketlist"",""happynewyear"",""newyear"",""2017"",""freeentry"",""parkscanada"",""adventure"",""freshstart"",""sunrise"",""capebretonhighlands"",""cbh"",""cbhnp""]",4143631778,,HAPPY NEW YEAR HAPPY Enjoy FREE ENTRY national parks national historic sites national marine conservation areas throughout better year start crossing adventures places,"['HAPPY', 'NEW', 'YEAR', 'HAPPY', 'Enjoy', 'FREE', 'ENTRY', 'national', 'parks', 'national', 'historic', 'sites', 'national', 'marine', 'conservation', 'areas', 'throughout', 'better', 'year', 'start', 'crossing', 'adventures', 'places']","[u'happi', u'new', u'year', u'happi', u'enjoy', u'free', u'entri', u'nation', u'park', u'nation', u'histor', u'site', u'nation', u'marin', u'conserv', u'area', u'throughout', u'better', u'year', u'start', u'cross', u'adventur', u'place']"
30,754,1.41891e+18,There is just something so peaceful about waking up to a great view of the outdoors and the inviting smell of coffee! You can make your camping reservations starting tomorrow. Make sure you enjoy every moment of ! ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b2832b10712e2aa6b7c6ade14b7013db/5AE9A00E/t51.2885-15/e35/14562043_1069935726467568_907599818837196800_n.jpg,[],11,2017-01-02_06-36-56,GraphImage,parks.canada,[],2017-01-02T06:36:56,BOw_0G-AFgi,False,"[""2017camping"",""canada150"",""parkscanada"",""terranovanp"",""terranova"",""coffee"",""camping"",""outdoors""]",4143631778,,something peaceful waking great view outdoors inviting smell coffee make camping reservations starting tomorrow Make sure enjoy every moment,"['something', 'peaceful', 'waking', 'great', 'view', 'outdoors', 'inviting', 'smell', 'coffee', 'make', 'camping', 'reservations', 'starting', 'tomorrow', 'Make', 'sure', 'enjoy', 'every', 'moment']","[u'someth', u'peac', u'wake', u'great', u'view', u'outdoor', u'invit', u'smell', u'coffe', u'make', u'camp', u'reserv', u'start', u'tomorrow', u'make', u'sure', u'enjoy', u'everi', u'moment']"
31,1586,1.41966e+18,"How very fitting that the first park we feature in is Canada's first national park! Established in , Banff National Park has been protecting mountains, glaciers, waterfalls, lakes and wildlife for years! ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/117deaa36383eacc4a6b0be61ed131b1/5AD83162/t51.2885-15/e35/15877327_964286083701512_4801767063196532736_n.jpg,"[""adamcdyoung""]",24,2017-01-03_07-14-20,GraphImage,parks.canada,[],2017-01-03T07:14:20,BOzo4-1gM9z,False,"[""canada150"",""parkscanada"",""banff"",""banffnp"",""mountains"",""glaciers"",""waterfalls"",""lakes"",""wildlife""]",4143631778,,fitting first park feature Canada first national park Established Banff National Park protecting mountains glaciers waterfalls lakes wildlife years,"['fitting', 'first', 'park', 'feature', 'Canada', 'first', 'national', 'park', 'Established', 'Banff', 'National', 'Park', 'protecting', 'mountains', 'glaciers', 'waterfalls', 'lakes', 'wildlife', 'years']","[u'fit', u'first', u'park', u'featur', u'canada', u'first', u'nation', u'park', u'establish', u'banff', u'nation', u'park', u'protect', u'mountain', u'glacier', u'waterfal', u'lake', u'wildlif', u'year']"
32,1027,1.42053e+18,"Waterton Lakes National Park packs a big natural punch into a relatively small and accessible area! It's what makes it gorgeous all year round! Created in , it's Canada's th national park. Are you planning to visit this year? ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/e7c3ea43d3b9f177d7025ba99b1bdbfc/5AE2E955/t51.2885-15/e35/15876293_1625937071042055_5263525151877627904_n.jpg,[],27,2017-01-04_12-06-54,GraphImage,parks.canada,[],2017-01-04T12:06:54,BO2vKrfA8wa,False,"[""canada150"",""parkscanada"",""watertonlakesnp"",""watertonlakes"",""watertonlakesnationalpark""]",4143631778,,Waterton Lakes National Park packs big natural punch relatively small accessible area makes gorgeous year round Created Canada th national park planning visit year,"['Waterton', 'Lakes', 'National', 'Park', 'packs', 'big', 'natural', 'punch', 'relatively', 'small', 'accessible', 'area', 'makes', 'gorgeous', 'year', 'round', 'Created', 'Canada', 'th', 'national', 'park', 'planning', 'visit', 'year']","[u'waterton', u'lake', u'nation', u'park', u'pack', u'big', u'natur', u'punch', u'relat', u'small', u'access', u'area', u'make', u'gorgeous', u'year', u'round', u'creat', u'canada', 'th', u'nation', u'park', u'plan', u'visit', u'year']"
33,796,1.42117e+18,Elore a million acres of snow-covered wilderness on your next visit in Prince Albert National Park! The park is open year-round and is an excellent time to elore without the crowds! PHOTO ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d281bf757c16c28301782d17dfce93dd/5AEA3C3D/t51.2885-15/e35/14597362_227418821039228_6130565339680866304_n.jpg,"[""northernperspectivephoto""]",4,2017-01-05_09-24-19,GraphImage,parks.canada,[],2017-01-05T09:24:19,BO5BWuQgoeR,False,"[""canada150"",""winter"",""parkscanada"",""exploresk"",""princealbertnp"",""princealbertnationalpark"",""panp"",""waskesiu"",""waskesiulake"",""canadianwinter""]",4143631778,,Elore million acres snow covered wilderness next visit Prince Albert National Park park open year round excellent time elore without crowds PHOTO,"['Elore', 'million', 'acres', 'snow', 'covered', 'wilderness', 'next', 'visit', 'Prince', 'Albert', 'National', 'Park', 'park', 'open', 'year', 'round', 'excellent', 'time', 'elore', 'without', 'crowds', 'PHOTO']","[u'elor', u'million', u'acr', u'snow', u'cover', u'wilder', u'next', u'visit', u'princ', u'albert', u'nation', u'park', u'park', u'open', u'year', u'round', u'excel', u'time', u'elor', u'without', u'crowd', u'photo']"
34,695,1.42194e+18,"The Jasper Park Information Centre, built in -14, is one the finest and most influential examples of rustic architecture design in our country's national parks. You should definitely stop by before you hit the slopes this ! ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/2353f6fbc2d706f3e2c93a695b955dc8/5AE847F8/t51.2885-15/e35/15802421_1188524774528633_7078218644836057088_n.jpg,[],1,2017-01-06_10-56-14,GraphImage,parks.canada,[],2017-01-06T10:56:14,BO7wq1ZAPER,False,"[""winter"",""parkscanada"",""jasper"",""jaspernp"",""jaspernationalpark"",""architecture"",""rustic"",""canada150""]",4143631778,,Jasper Park Information Centre built 14 one finest influential examples rustic architecture design country national parks definitely stop hit slopes,"['Jasper', 'Park', 'Information', 'Centre', 'built', '14', 'one', 'finest', 'influential', 'examples', 'rustic', 'architecture', 'design', 'country', 'national', 'parks', 'definitely', 'stop', 'hit', 'slopes']","[u'jasper', u'park', u'inform', u'centr', u'built', '14', u'one', u'finest', u'influenti', u'exampl', u'rustic', u'architectur', u'design', u'countri', u'nation', u'park', u'definit', u'stop', u'hit', u'slope']"
35,815,1.42263e+18,"Point Pelee National Park is one of Canada's smallest national parks, and yet this tiny green oasis attracts thousands of visitors with its migrating song birds in the spring, humming cicadas in the summer, fluttering Monarch butterflies in the fall and its peaceful place of reflection in the winter. PHOTO ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/3e1ad7aad3708b4f65189d4d1d3d49b2/5AEB2992/t51.2885-15/e35/15876728_156680774819598_7307574820474978304_n.jpg,"[""robertpostma867""]",11,2017-01-07_09-41-10,GraphImage,parks.canada,[],2017-01-07T09:41:10,BO-M33tAqE7,False,"[""pointpelee"",""pointpeleenp"",""pointpeleenationalpark"",""canada150"",""parkscanada""]",4143631778,,Point Pelee National Park one Canada smallest national parks yet tiny green oasis attracts thousands visitors migrating song birds spring humming cicadas summer fluttering Monarch butterflies fall peaceful place reflection winter PHOTO,"['Point', 'Pelee', 'National', 'Park', 'one', 'Canada', 'smallest', 'national', 'parks', 'yet', 'tiny', 'green', 'oasis', 'attracts', 'thousands', 'visitors', 'migrating', 'song', 'birds', 'spring', 'humming', 'cicadas', 'summer', 'fluttering', 'Monarch', 'butterflies', 'fall', 'peaceful', 'place', 'reflection', 'winter', 'PHOTO']","[u'point', u'pele', u'nation', u'park', u'one', u'canada', u'smallest', u'nation', u'park', u'yet', u'tini', u'green', u'oasi', u'attract', u'thousand', u'visitor', u'migrat', u'song', u'bird', u'spring', u'hum', u'cicada', u'summer', u'flutter', u'monarch', u'butterfli', u'fall', u'peac', u'place', u'reflect', u'winter', u'photo']"
